cmtid,itemid,shopid,author_username,comment,rating_star,no_tag,pos_good_quality,pos_excellent_quality,pos_very_accomodating,pos_well_packaged,pos_item_shipped_immediately,pos_will_order_again,neg_defective,neg_did_not_receive_item,neg_damaged_packaging,neg_will_not_order_again,neg_rude_seller,neg_item_shipped_late,neg_item_different_from_picture
5525632184,9960386794,325618926,c*****o,All clothes are so nice 🥰😍🥰😍 love the quality very light to wear 😊 love it 🥰😍🥰😍🥰,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5527690176,9960386794,325618926,reginedelacruzperol,Ganda 😍😍😍😍,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5512719364,9960386794,325618926,kmjcloset,Thank You 🤗,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5491536870,9960386794,325618926,mayganneda,Wow ang ganda,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5534138768,9960386794,325618926,annie.siason,👍👍👍,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5516275225,9960386794,325618926,s*****n,Maganda siya,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5495877300,9960386794,325618926,a*****c,very niceeeeeeeeeeeeeeeeee swearrrrrrrrrrr buyyyy naaaaaaaa was charrrrrrrr barato ra pa jdfdddddddddddddd supeeeeeeeeerrrr,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5488218266,9960386794,325618926,ehljyn,Ganda po maxado thank u po..sakto po saken kahit medjo malaki ako..,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5409360365,9960386794,325618926,sabby2017,Very nice. I like it.🥰🥰🥰🥰 Thankyou.,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5374231389,9960386794,325618926,lizarom93,Sobrang ganda thank you!,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5409007277,9960386794,325618926,geraldineparruchoatazan,narecieve ko na po salamat,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
